curation_id	curation_type	dataset_id	split_id	curated_field	original_value	curated_value	source_evidence	source_PMID	source_DOI	rationale	curator	curation_date_if_available	used_in_stage	used_in_figure_or_table	review_status	notes
CUR00334	treatment_control_label	GSE264344	GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad5__VS=baseline_0	treatment_group_clean	delivery_ad5	delivery ad5	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00335	treatment_control_label	GSE264344	GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad5__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00336	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad5__VS=baseline_0	tissue; timepoint_h	dLN; 0; 3	dLN; 3	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00337	delivery_platform_annotation	GSE264344	GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad5__VS=baseline_0	delivery_platform_or_modality	adenoviral vector	adenoviral vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00338	publication_context_mapping	GSE264344	GSE264344_design__T=dLN__H=3__B=NA__G=delivery_ad5__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00339	split_definition	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	delivery ad26 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00340	treatment_control_label	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0	treatment_group_clean	delivery_ad26	delivery ad26	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00341	treatment_control_label	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00342	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0	tissue; timepoint_h	Blood; 0; 6	Blood; 6	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00343	delivery_platform_annotation	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0	delivery_platform_or_modality	adenoviral vector	adenoviral vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00344	publication_context_mapping	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad26__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00345	split_definition	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	delivery ad5 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00346	treatment_control_label	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0	treatment_group_clean	delivery_ad5	delivery ad5	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00347	treatment_control_label	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00348	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0	tissue; timepoint_h	Blood; 0; 6	Blood; 6	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00349	delivery_platform_annotation	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0	delivery_platform_or_modality	adenoviral vector	adenoviral vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00350	publication_context_mapping	GSE264344	GSE264344_design__T=Blood__H=6__B=NA__G=delivery_ad5__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00351	split_definition	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	delivery ad26 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00352	treatment_control_label	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0	treatment_group_clean	delivery_ad26	delivery ad26	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00353	treatment_control_label	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00354	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0	tissue; timepoint_h	Muscle; 0; 6	Muscle; 6	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00355	delivery_platform_annotation	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0	delivery_platform_or_modality	adenoviral vector	adenoviral vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00356	publication_context_mapping	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad26__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00357	split_definition	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	delivery ad5 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00358	treatment_control_label	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0	treatment_group_clean	delivery_ad5	delivery ad5	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00359	treatment_control_label	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00360	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0	tissue; timepoint_h	Muscle; 0; 6	Muscle; 6	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00361	delivery_platform_annotation	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0	delivery_platform_or_modality	adenoviral vector	adenoviral vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00362	publication_context_mapping	GSE264344	GSE264344_design__T=Muscle__H=6__B=NA__G=delivery_ad5__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00363	split_definition	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0.tsv	delivery ad26 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00364	treatment_control_label	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0	treatment_group_clean	delivery_ad26	delivery ad26	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00365	treatment_control_label	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00366	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0	tissue; timepoint_h	dLN; 0; 6	dLN; 6	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00367	delivery_platform_annotation	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0	delivery_platform_or_modality	adenoviral vector	adenoviral vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00368	publication_context_mapping	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad26__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00369	split_definition	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0.tsv	delivery ad5 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00370	treatment_control_label	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0	treatment_group_clean	delivery_ad5	delivery ad5	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00371	treatment_control_label	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00372	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0	tissue; timepoint_h	dLN; 0; 6	dLN; 6	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00373	delivery_platform_annotation	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0	delivery_platform_or_modality	adenoviral vector	adenoviral vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00374	publication_context_mapping	GSE264344	GSE264344_design__T=dLN__H=6__B=NA__G=delivery_ad5__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00375	split_definition	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0.tsv	delivery ad26 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00376	treatment_control_label	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0	treatment_group_clean	delivery_ad26	delivery ad26	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00377	treatment_control_label	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00378	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0	tissue; timepoint_h	Blood; 0; 12	Blood; 12	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00379	delivery_platform_annotation	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0	delivery_platform_or_modality	adenoviral vector	adenoviral vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00380	publication_context_mapping	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad26__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
CUR00381	split_definition	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0	delivery_vs_control_split	<local_project_root>/00_metadata/verified_metadata/splited/GSE264344_design/GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0.tsv	delivery ad5 versus baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated split definition consumed by automated scoring and transfer-evaluation scripts.	not_recorded_in_source	NA	02_design_and_split_generation; 07_split_contrast_transfer_evaluation	Supplementary Table S2; validation figures	documented	verified_from_local_metadata_and_manual_paper_context
CUR00382	treatment_control_label	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0	treatment_group_clean	delivery_ad5	delivery ad5	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated treatment/delivery label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	delivery group label
CUR00383	treatment_control_label	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0	control_group_clean	baseline_0	baseline 0	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated control/baseline label harmonized from dataset metadata.	not_recorded_in_source	NA	02_design_and_split_generation	Supplementary Table S2	documented	control group label
CUR00384	tissue_timepoint_annotation	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0	tissue; timepoint_h	Blood; 0; 12	Blood; 12	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated tissue and timepoint annotations harmonize public metadata for split-level analysis.	not_recorded_in_source	NA	01_metadata_processing; 02_design_and_split_generation	Figures 1-5; Supplementary Tables S1-S3	documented	metadata annotation
CUR00385	delivery_platform_annotation	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0	delivery_platform_or_modality	adenoviral vector	adenoviral vector	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Curated delivery platform/modality label used for interpretation and provenance tables.	not_recorded_in_source	NA	01_metadata_processing; 08_dataset_role_cleanup	Supplementary Tables S1-S3	documented	delivery platform annotation
CUR00386	publication_context_mapping	GSE264344	GSE264344_design__T=Blood__H=12__B=NA__G=delivery_ad5__VS=baseline_0	paper_result_alignment	Strong positive IMRS at 1-24 h matches acute innate tissue response. Weak 72 h IMRS matches waning tissue-time kinetics, not model failure.	matches_paper_context	<local_project_root>\audit\results\supplement_dataset_split_provenance_v7.tsv	40162786	10.1128/jvi.00247-25	Publication context was mapped to support interpretation of dataset role and boundary-context handling.	not_recorded_in_source	NA	09_boundary_context_audit	Supplementary Tables S1-S3	documented	Mouse Ad26/Ad5 vector vaccination time course across blood, muscle, and draining lymph node from 1 h to 72 h. The paper reports that innate immune response begins by 1 h, evolves across tissues within 24 h, and wanes by 72 h.
